Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
46189-MAH,Female,30,No,Maharashtra,13,6,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20,577,0,0,294,871,Stayed,Others,Others
62148-JAM,Male,21,Yes,Jammu & Kashmir,1,1,Deal 5,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85,372,0,0,115,487,Churned,Competitor,Competitor made better offer
31049-TAM,Female,61,No,Tamil Nadu,7,8,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86,167,0,0,28,196,Churned,Competitor,Competitor made better offer
11340-JAM,Female,21,No,Jammu & Kashmir,8,7,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20,220,0,0,79,298,Stayed,Others,Others
41758-BIH,Male,70,No,Bihar,10,15,Deal 5,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,75,273,0,0,146,419,Stayed,Others,Others
63633-KAR,Male,65,Yes,Karnataka,11,24,Deal 2,No,No,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,49,2555,0,0,0,2555,Stayed,Others,Others
74023-JAM,Female,20,Yes,Jammu & Kashmir,6,11,None,Yes,Yes,Yes,Cable,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,47,223,0,0,110,333,Churned,Competitor,Competitor made better offer
14575-MAH,Male,35,No,Maharashtra,14,1,Deal 5,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20,166,0,0,23,188,Stayed,Others,Others
72939-GUJ,Male,35,No,Gujarat,4,32,Deal 4,Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,60,1145,0,0,225,1370,Stayed,Others,Others
57115-BIH,Female,56,Yes,Bihar,6,18,Deal 1,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,70,4908,0,0,264,5172,Stayed,Others,Others
68244-TAM,Male,77,Yes,Tamil Nadu,13,26,Deal 2,No,No,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,36,2299,0,0,0,2299,Stayed,Others,Others
22915-MAH,Female,41,Yes,Maharashtra,10,23,None,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,57,3789,0,0,0,3789,Stayed,Others,Others
32554-DEL,Male,28,No,Delhi,0,21,None,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76,76,0,0,45,120,Churned,Competitor,Competitor made better offer
69435-MAD,Female,20,Yes,Madhya Pradesh,4,6,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,79,4765,0,0,917,5682,Stayed,Others,Others
76712-AND,Female,42,No,Andhra Pradesh,12,2,None,No,No,Yes,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,45,2196,0,0,0,2196,Stayed,Others,Others
65631-RAJ,Female,50,No,Rajasthan,15,7,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,86,86,0,0,33,119,Churned,Other,Moved
86508-UTT,Male,50,No,Uttar Pradesh,8,7,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93,1445,0,0,734,2179,Churned,Competitor,Competitor had better devices
87360-MAH,Female,64,No,Maharashtra,4,9,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,110,5406,0,0,1729,7134,Stayed,Others,Others
46487-KAR,Female,20,No,Karnataka,3,1,Deal 1,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,90,6339,0,0,2430,8769,Stayed,Others,Others
38198-KER,Female,32,No,Kerala,9,26,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,84,3848,0,100,1990,5938,Stayed,Others,Others
75857-MAH,Female,38,No,Maharashtra,10,24,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,93,6733,0,0,2160,8893,Stayed,Others,Others
32391-BIH,Male,64,Yes,Bihar,13,29,Deal 1,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,92,6141,0,0,172,6313,Stayed,Others,Others
12266-HAR,Female,46,No,Haryana,2,5,None,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,80,3870,0,0,429,4299,Stayed,Others,Others
97111-KAR,Female,21,Yes,Karnataka,12,12,None,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110,7624,0,0,3018,10642,Stayed,Others,Others
83158-TAM,Male,65,Yes,Tamil Nadu,1,32,Deal 2,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,81,4354,0,0,2150,6504,Stayed,Others,Others
67464-KAR,Female,40,No,Karnataka,13,15,Deal 1,Yes,No,Yes,Cable,No,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,51,3432,0,0,3142,6574,Stayed,Others,Others
81184-BIH,Male,60,No,Bihar,9,36,Deal 3,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81,2227,0,0,472,2699,Churned,Competitor,Competitor had better devices
54671-PUN,Female,27,Yes,Punjab,6,22,Deal 3,Yes,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,62,2046,0,0,1065,3111,Stayed,Others,Others
73571-DEL,Male,77,No,Delhi,14,20,None,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75,1929,0,0,190,2119,Churned,Attitude,Attitude of support person
73101-JAM,Male,21,Yes,Jammu & Kashmir,4,3,Deal 5,Yes,Yes,Yes,Cable,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86,182,0,0,81,262,Churned,Competitor,Competitor made better offer
84766-UTT,Female,53,No,Uttar Pradesh,9,2,None,Yes,No,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,73,651,0,0,319,971,Churned,Competitor,Competitor made better offer
33497-HAR,Female,51,Yes,Haryana,14,1,Deal 2,Yes,Yes,Yes,Cable,Yes,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,71,3487,0,0,2225,5711,Stayed,Others,Others
95107-KER,Female,47,Yes,Kerala,11,36,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20,1390,0,0,2203,3593,Stayed,Others,Others
57610-JAM,Female,79,No,Jammu & Kashmir,2,24,Deal 3,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75,2303,0,0,1515,3818,Churned,Attitude,Attitude of support person
71415-KER,Female,53,Yes,Kerala,1,23,Deal 4,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,101,1523,0,0,436,1959,Stayed,Others,Others
28330-GUJ,Female,40,No,Gujarat,0,30,Deal 1,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,106,6718,0,0,1192,7910,Stayed,Others,Others
43171-MAH,Male,41,No,Maharashtra,1,7,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,114,8059,0,0,1148,9206,Stayed,Others,Others
57568-KER,Female,39,No,Kerala,14,15,Deal 5,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20,59,0,0,74,133,Churned,Attitude,Attitude of support person
12377-UTT,Female,18,No,Uttar Pradesh,15,2,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,24,539,0,0,1104,1643,Stayed,Others,Others
63614-WES,Female,58,No,West Bengal,3,23,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,70,5102,25,0,2043,7120,Stayed,Others,Others
78895-HAR,Male,24,Yes,Haryana,12,4,Deal 5,No,No,Yes,Cable,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,-3,466,0,0,0,466,Stayed,Others,Others
54667-TEL,Male,51,Yes,Telangana,11,33,Deal 5,Yes,No,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54,475,0,0,12,488,Stayed,Others,Others
74887-UTT,Female,35,No,Uttar Pradesh,12,10,Deal 1,No,No,Yes,Cable,No,No,No,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,51,3365,0,110,0,3475,Stayed,Others,Others
78121-MAH,Male,33,Yes,Maharashtra,0,17,Deal 5,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,21,114,0,0,171,285,Churned,Attitude,Attitude of support person
99322-HAR,Female,34,Yes,Haryana,11,10,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104,5036,0,0,2172,7208,Churned,Competitor,Competitor had better devices
44370-AND,Female,61,No,Andhra Pradesh,12,15,Deal 2,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20,1235,0,0,2417,3651,Stayed,Others,Others
89415-WES,Female,73,Yes,West Bengal,3,23,Deal 4,No,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,29,356,0,0,0,356,Stayed,Others,Others
17308-HAR,Female,59,No,Haryana,10,12,None,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55,1510,0,0,977,2487,Stayed,Others,Others
82027-UTT,Female,60,No,Uttar Pradesh,15,25,None,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,61,1983,0,0,1568,3551,Stayed,Others,Others
82321-PUN,Female,35,Yes,Punjab,7,32,Deal 2,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86,4524,0,0,234,4758,Stayed,Others,Others
84842-KER,Female,61,Yes,Kerala,9,20,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95,95,0,0,6,101,Churned,Competitor,Competitor had better devices
59949-KAR,Female,39,Yes,Karnataka,7,10,Deal 5,Yes,No,Yes,DSL,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,64,318,0,0,70,388,Stayed,Others,Others
28452-UTT,Male,60,Yes,Uttar Pradesh,8,34,None,Yes,No,Yes,DSL,No,Yes,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,65,1232,0,60,794,2086,Stayed,Others,Others
41986-CHH,Male,30,No,Chhattisgarh,11,30,None,No,No,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,50,2554,27,0,0,2527,Stayed,Others,Others
15658-RAJ,Female,56,No,Rajasthan,8,33,None,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,64,4684,0,0,0,4684,Stayed,Others,Others
28367-TAM,Female,49,Yes,Tamil Nadu,9,23,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20,614,10,0,477,1082,Stayed,Others,Others
67882-JAM,Female,43,Yes,Jammu & Kashmir,2,8,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,101,843,0,0,135,978,Churned,Competitor,Competitor made better offer
97824-BIH,Female,38,Yes,Bihar,11,15,Deal 2,Yes,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Yes,No,One Year,No,Mailed Check,65,2532,0,140,1540,4211,Stayed,Others,Others
63437-MAH,Female,34,Yes,Maharashtra,12,16,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19,86,0,0,105,191,Stayed,Others,Others
83900-HAR,Female,55,Yes,Haryana,2,31,None,No,No,Yes,DSL,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Credit Card,36,403,0,100,0,503,Stayed,Others,Others
46172-ASS,Male,60,Yes,Assam,1,20,None,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96,453,0,0,155,609,Churned,Competitor,Competitor made better offer
52174-UTT,Female,64,No,Uttar Pradesh,7,5,Deal 4,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19,327,0,0,664,991,Stayed,Others,Others
68783-JAM,Female,76,No,Jammu & Kashmir,6,23,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,106,7383,0,0,433,7816,Stayed,Others,Others
59509-ODI,Male,27,No,Odisha,5,20,None,No,No,Yes,DSL,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,40,423,0,0,0,423,Stayed,Others,Others
43887-MAH,Female,62,Yes,Maharashtra,4,27,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99,6010,0,0,3009,9019,Churned,Dissatisfaction,Service dissatisfaction
57878-MAH,Female,54,No,Maharashtra,13,33,None,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,85,6046,0,0,1637,7683,Stayed,Others,Others
18160-KAR,Male,54,No,Karnataka,13,5,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20,179,0,0,367,545,Stayed,Others,Others
49879-UTT,Female,65,No,Uttar Pradesh,13,32,None,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49,315,0,0,235,550,Stayed,Others,Others
87436-TAM,Female,60,Yes,Tamil Nadu,4,26,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,89,2274,0,50,990,3315,Churned,Dissatisfaction,Service dissatisfaction
78962-TAM,Male,34,Yes,Tamil Nadu,7,6,Deal 5,Yes,No,Yes,Cable,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,55,323,0,0,42,365,Stayed,Others,Others
75305-KAR,Male,57,No,Karnataka,9,28,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85,889,0,0,336,1225,Stayed,Others,Others
44755-JHA,Female,28,Yes,Jharkhand,9,19,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,81,81,0,0,44,124,Churned,Competitor,Competitor had better devices
36995-TAM,Female,36,No,Tamil Nadu,0,33,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20,973,0,0,138,1112,Stayed,Others,Others
48217-KAR,Female,51,Yes,Karnataka,0,8,Deal 2,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,100,5424,0,0,2309,7733,Stayed,Others,Others
56933-MAH,Female,26,No,Maharashtra,6,32,None,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100,2331,0,0,873,3204,Churned,Other,Don't know
68194-UTT,Female,60,No,Uttar Pradesh,0,23,None,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45,90,0,0,51,140,Churned,Competitor,Competitor had better devices
18228-AND,Female,32,Yes,Andhra Pradesh,6,21,None,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,49,49,0,0,11,60,Churned,Attitude,Attitude of support person
13542-UTT,Male,71,Yes,Uttar Pradesh,11,20,None,Yes,Yes,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100,6852,0,0,1450,8302,Churned,Competitor,Competitor offered more data
37338-RAJ,Male,48,Yes,Rajasthan,7,9,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,95,740,0,80,156,976,Churned,Competitor,Competitor offered more data
46512-ODI,Male,57,No,Odisha,3,21,Deal 3,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100,3836,0,0,674,4510,Stayed,Others,Others
29172-BIH,Female,39,Yes,Bihar,15,34,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70,70,0,0,17,87,Churned,Competitor,Competitor had better devices
52951-RAJ,Female,39,No,Rajasthan,13,25,None,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98,315,0,0,91,406,Churned,Price,Price too high
29736-WES,Male,53,No,West Bengal,4,13,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,103,6158,0,0,1153,7311,Stayed,Others,Others
34205-UTT,Male,50,No,Uttar Pradesh,5,29,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70,330,0,0,85,416,Churned,Attitude,Attitude of service provider
93684-JAM,Male,82,Yes,Jammu & Kashmir,1,1,Deal 5,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81,234,0,0,28,261,Churned,Competitor,Competitor made better offer
68632-JAM,Female,44,No,Jammu & Kashmir,9,21,None,Yes,Yes,Yes,Cable,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Credit Card,66,3462,45,150,1946,5513,Stayed,Others,Others
15714-KAR,Male,38,No,Karnataka,13,24,None,No,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,61,4390,0,0,0,4390,Stayed,Others,Others
46547-GUJ,Female,65,No,Gujarat,10,15,Deal 1,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Bank Withdrawal,74,5361,0,140,379,5880,Stayed,Others,Others
36829-HAR,Female,66,Yes,Haryana,10,28,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,106,4443,0,130,428,5001,Churned,Price,Price too high
29772-PUN,Male,34,Yes,Punjab,0,11,Deal 2,No,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,40,2425,38,0,0,2386,Stayed,Others,Others
69510-JAM,Female,44,No,Jammu & Kashmir,2,31,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,89,578,0,0,16,593,Churned,Other,Don't know
95958-MAH,Male,24,No,Maharashtra,3,9,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,109,4854,0,0,92,4946,Stayed,Others,Others
87675-UTT,Female,49,Yes,Uttar Pradesh,3,18,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20,320,0,0,41,362,Stayed,Others,Others
59068-JAM,Female,32,No,Jammu & Kashmir,2,34,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,102,5885,0,100,204,6189,Churned,Competitor,Competitor made better offer
43027-HAR,Male,57,Yes,Haryana,10,19,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20,427,0,0,783,1210,Stayed,Others,Others
41514-UTT,Female,65,No,Uttar Pradesh,1,35,Deal 3,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99,2911,0,0,1486,4398,Churned,Other,Don't know
56595-KAR,Male,57,Yes,Karnataka,10,4,Deal 4,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,46,522,0,0,142,664,Stayed,Others,Others
82770-UTT,Female,79,Yes,Uttarakhand,14,9,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,100,5706,0,0,970,6677,Stayed,Others,Others
95165-GUJ,Female,36,Yes,Gujarat,7,9,Deal 3,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20,472,0,0,322,793,Stayed,Others,Others
69379-UTT,Female,41,No,Uttar Pradesh,5,15,Deal 1,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,-8,4540,0,130,0,4670,Stayed,Others,Others
69775-KER,Female,44,Yes,Kerala,13,1,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20,830,0,0,1041,1871,Stayed,Others,Others
51415-WES,Male,45,Yes,West Bengal,2,21,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85,3067,0,0,888,3955,Churned,Attitude,Attitude of service provider
63347-TEL,Male,32,Yes,Telangana,13,4,Deal 1,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,87,6264,0,0,718,6982,Stayed,Others,Others
83118-MAH,Male,53,No,Maharashtra,0,3,Deal 4,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103,1743,0,0,172,1914,Stayed,Others,Others
96715-HAR,Male,50,Yes,Haryana,10,16,Deal 4,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,78,1469,0,0,572,2041,Stayed,Others,Others
27946-AND,Female,48,No,Andhra Pradesh,12,29,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,91,3382,0,0,434,3816,Stayed,Others,Others
21617-PUD,Female,61,No,Puducherry,11,29,Deal 3,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,70,1992,0,0,362,2355,Stayed,Others,Others
71454-KAR,Male,38,Yes,Karnataka,2,35,Deal 5,No,No,Yes,Cable,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Credit Card,40,373,0,0,0,373,Stayed,Others,Others
67669-GUJ,Female,58,Yes,Gujarat,11,25,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20,1414,0,0,1525,2939,Stayed,Others,Others
32214-HAR,Female,30,Yes,Haryana,12,19,Deal 5,No,No,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,35,35,0,0,0,35,Churned,Other,Don't know
99032-KAR,Male,22,Yes,Karnataka,11,7,Deal 3,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94,3366,17,0,1488,4837,Stayed,Others,Others
47154-BIH,Male,26,Yes,Bihar,0,2,Deal 4,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,58,1272,0,0,937,2209,Stayed,Others,Others
24356-UTT,Female,51,No,Uttar Pradesh,8,16,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,112,7966,19,0,328,8275,Stayed,Others,Others
69406-HAR,Male,30,Yes,Haryana,2,20,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,88,1461,0,0,304,1765,Churned,Other,Deceased
61318-ASS,Female,24,Yes,Assam,2,6,None,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,86,272,0,0,32,304,Churned,Competitor,Competitor had better devices
77078-PUN,Male,27,Yes,Punjab,9,11,Deal 2,Yes,No,Yes,Cable,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Credit Card,60,3564,0,0,999,4563,Churned,Dissatisfaction,Network reliability
92115-UTT,Male,65,No,Uttar Pradesh,11,32,None,Yes,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,81,5399,0,0,3032,8430,Stayed,Others,Others
62021-RAJ,Female,69,Yes,Rajasthan,2,9,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,100,3343,0,0,1190,4533,Stayed,Others,Others
82119-UTT,Male,52,No,Uttar Pradesh,11,2,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20,199,0,0,44,243,Stayed,Others,Others
59955-TAM,Male,39,Yes,Tamil Nadu,5,34,Deal 1,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,85,5897,0,0,1274,7172,Stayed,Others,Others
21960-HAR,Male,35,Yes,Haryana,0,16,None,No,No,Yes,Cable,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,62,2512,0,0,0,2512,Stayed,Others,Others
